review_clean_repeated,jogo
one of my favorite games of al time i got the platinum trophy on playstation and just got al the achievements on steam before i play the dlc i highly recomend if you enjoy souls games if youve never played a souls game watch some videos before you try it out because it can be dificult at times,Elden Ring
es bueno,Elden Ring
a fantastic game take thy place as elden lord,Elden Ring
god,Elden Ring
hecking god,Elden Ring
great game no notes,Elden Ring
outstanding expansion the map is beautiful the weapons and armor are amazing and the npc questlines fel more natural and rewarding than the base game the boses are definitely harder and force you to adapt your playstyle but are doable if you explore and have enough blesings,Elden Ring
uwo elden ring elden ring uwo im boutqa bust,Elden Ring
not for the feint of heart from soft doesnt pul its punches in dificult gameplay nor should they there are plenty of games out there if you dont like the dificulty either get beter at the game through practicing like everyone else or go play a diferent game,Elden Ring
ive ragequit + times because i cant beat morgot first real bos however my lack of skil should not stop you from playing,Elden Ring
himel wouldnt leave a bad review,Elden Ring
after playing for hours i am confident in saying i might be ready to fight margit,Elden Ring
amazing game,Elden Ring
probs the best game of the decade i do stil prefer ds,Elden Ring
mises crosplay,Elden Ring
elden ringing,Elden Ring
finished the dlc and besides the questionable final bos i dont quite share the sentiment of the people who find the game to be to dificult now its an openworld game and if any of us actualy learned a leson from margit from the first game bashing your head against the wal doesnt work and you get incentivized for actualy exploring the rest of the extensive world and actual map created for the dlc i do fel like boses like gaius mesmer and i canot stres this enough the final bos do have some questionable movesets or design in them that are very frustrating but i fel like it doesnt warant the amount of hate the game is geting just because they refuse to play the game with the mechanics that are frely available to you if you wish to you control the butons you pres,Elden Ring
this is more of a neutral review but im gona give the game one more chance as i didnt like it before i wana like it but the open world isnt for me so im going to play it more linear and se if that helps me enjoy it more,Elden Ring
its gog,Elden Ring
great game,Elden Ring
best game maybe ever,Elden Ring
god,Elden Ring
best chiling game,Elden Ring
masterpiece,Elden Ring
,Elden Ring
hard but awesome,Elden Ring
let there be positive review,Elden Ring
i have died so many times and i am having the best time ive ever had in gaming,Elden Ring
best game ever,Elden Ring
hours in days it might be god idk,Elden Ring
fun,Elden Ring
god game,Elden Ring
i cant say enough about this gameuh maze zing that is al thank you,Elden Ring
i did git gud with help of mimic morgots curvy sword my beloved base game fingerprint shield + roten breath my beloved dlc,Elden Ring
i dont know why i didnt do a review two years ago but i do it now and al i have to say is this elden ring is probably one of the best games of al time yes it is dificult but this game is so open you can find anything you want or ned to help making it les hard on you the music the art the gameplay and the lore are al perfect in my opinion totaly recomended a masterpiece to be remembered,Elden Ring
yes,Elden Ring
amazing game great dificulty brings great satisfaction upon victory,Elden Ring
best action open world bos fight game i play so far,Elden Ring
god,Elden Ring
yes,Elden Ring
peak gaming,Elden Ring
very hard and fun,Elden Ring
god video game to play for if youve had a col disease or a fun surgery in your lifetime,Elden Ring
funy that the most stresful game can also be played to relieve stres,Elden Ring
its god totorial is prety useles on first run ngl,Elden Ring
god game,Elden Ring
this game and its dlc wil be regarded as one of the epics in the future alongside films like ben hur and boks like the lord of the rings one of the best games i have ever played and is my favourite of al time i have played this on pc and console normal and randomise runs and i stil cant get enough,Elden Ring
radahn kinda fruity,Elden Ring
causes brain aneurysm strips your wil to live pain and sufering truly one of the fromsoftware games ever made,Elden Ring
if you like geting angry for an hour straight for only seconds joy this game is for you,Elden Ring
al i wil say is very dificult but fun,Elden Ring
god,Elden Ring
god,Elden Ring
no horse ahead,Elden Ring
this game is a masterpiece one of the best games of al times,Elden Ring
god,Elden Ring
i suck bad game,Elden Ring
beautiful,Elden Ring
the greatest game of al time,Elden Ring
god game neds harder boses best weapon is malikeths black blade,Elden Ring
,Elden Ring
a truly worthy sucesor to dark souls i honestly could not wish for anything more except maybe blodborne on pc,Elden Ring
great game love everything from the buildcrafting and beautiful world to the dificulty of the game and its dlc i hope it gets more than dlc it could go so far with them,Elden Ring
greatest game of al time,Elden Ring
the gaming industry has largely left me disenchanted over the last few years after geting this game recomended to me im disapointed that i didnt try it soner and that ive ben playing other games since its release instead this game is endlesly replayable amd the more you play the more you can objectively improve the way you interact with this world actualy fels like you are and not just some nerd clicking a mouse and keyboard and hundreds of apm in an arpg or something this game wil frustrate you if its your first time with a soulslike like it was for me but youd do yourself a diservice to pas it by,Elden Ring
i want to go home and then edge,Elden Ring
this game makes me a beter man working twords beating a bos builds a stronger wil although i havent slept in hours,Elden Ring
this game has spunk i hate spunk,Elden Ring
the greatest game of al time,Elden Ring
git gud,Elden Ring
easy and relaxing game,Elden Ring
masterpiece of a game,Elden Ring
i think you become pro when you beat the game,Elden Ring
i git gud,Elden Ring
i like it and i dont realy like anything nowadays,Elden Ring
amazing,Elden Ring
easily fromsoftwares best game made beter by another masterpiece of a dlc,Elden Ring
chalenging as it should be replayable love it,Elden Ring
best game ever,Elden Ring
my fav game of al time,Elden Ring
my favorite game of al time and i havent played any other fromsoft titles,Elden Ring
vergleichsweise coles spiel,Elden Ring
in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame in embrace of mesmers flame,Elden Ring
prety tuf,Elden Ring
simply excelent,Elden Ring
god game but makes me want to stop living,Elden Ring
tarnished o tarnished,Elden Ring
best of the best,Elden Ring
great game and great dlc there is a lot to do and i never get bored,Elden Ring
this game gave me unreasonable depresion would recomend every time im asked,Elden Ring
,Elden Ring
great game and a nice chalenge,Elden Ring
first time playing a souls like game best roling simulator ever i wil enjoy this game for many many more hours also fck the flame blowing knife leg bird in stormveil that was tougher to defeat than margit,Elden Ring
very nice,Elden Ring
elden ring is a masterpiece buy rent do whatever you do to play if you like this kind of game which is like a rolercoster of felings because you die so many times to one bos you begin hate the bos and after some time you respect them and the fight became a dance betwen lovers in the end and when you finaly win you fel like you are on the top of the world,Elden Ring
elden,Elden Ring
one of the best video game ever and one of the best dlc in video game ever,Elden Ring
rol left,Elden Ring
i hate this game,Elden Ring
one of the best stories ive sen some of the best bos fights ive sen the chalenge and scope of this game is amazing environments are high quality and awe inspiring this should be the standard of environments going forward story environmental design character design bos fights il be the first to admit when i picked it up it felt to large to dive in the fear of mising things grounded my playthrough into the ground picking it up years later i can se where i went wrong and couldnt put it down after an + hour playthrough kiling every single bos in the base game and now moving onto a great dlc just after kiling mesmer i havent ben able to put it down highly recomend to any players wanting more chalenging gameplay who is wiling to put in the efort to improve and to find out more about this huge open world worth every peny,Elden Ring
god js hard asf,Elden Ring
there was a woman in this game who gave me a hug and also i kiled that space bitch that takes u to a mon place she also gave me ahernia from the intense batle,Elden Ring
get gud,Elden Ring
game hard me die very time me like,Elden Ring
probably best game i ever played,Elden Ring
i know every bosarena i have ben so far like the back of my hand in every litle detail because the boses smeared my face al over it and i like it and if i dont anymore i get me some help from my yelow spirit friends it meses with my slep schedule in an hapy way^,Elden Ring
best game ever,Elden Ring
i hate myself but,Elden Ring
i love this game,Elden Ring
game of the century,Elden Ring
you ned to get godnice dlc,Elden Ring
w,Elden Ring
was amazing loved the game and loved the dlc before its patch realy showed how much i neded to improve my skils and i hope you guys make more games like this and make them very hard so it forces people to take diferent plans to fight boses people who compain about the dlc being to hard clearly arent that god and like the easy way,Elden Ring
if you want casual game lok no further if casual for you is pain,Elden Ring
try fingers but hole,Elden Ring
,Elden Ring
base game + dlc,Elden Ring
peak fromsoftware experience,Elden Ring
elden ring was a first froms game that i played i was shocked of how dificult it was and i relied heavily on heavy armor and heavy weapons pun intended after around + hours playing it actualy i clocked to + hours when considering that i was playing ofline before i bought it via steam i realized this game is actualy a masterpiece because its very technical it has unique patern where you hit but dont be gredy dodgeblockpary repeat everytime youre facing dificult enemies or boses you can also use the environment to help you when you put your mind into this game its actualy very rewarding i can pary and riposte almost al of the enemies and boses in the game even in the dlc sometimes it fels im cheating death or more of like calculated gambling if youre just casualy playing it you probably wont enjoy elden ring series and the dlc i personaly love quality time my love language surprise surprise so i just explored and enjoyed al of the content within the game not rushing it to finish the game asap it fels like heaven one of the best experience i am having i remember this feling back then when i first playing gta san andreas you cant forget incredible feling of video game experience like that thank you from software for this another masterpiece,Elden Ring
very god combat boses and exploration,Elden Ring
this is not just game of the year this is game of the al time,Elden Ring
god,Elden Ring
chalenging but fair a whole world to discover and explore,Elden Ring
review bombers just ned to get god amazing dlc you just gota work for it,Elden Ring
ow im dead lets do it again ow im dead lets do it again ow im dead lets do it again ow im dead lets do it again ow im dead lets do it again ow im dead lets do it again ow im dead lets do it again yay we did it,Elden Ring
hi ive never played a souls game before this game is very god play it,Elden Ring
perfect souls game,Elden Ring
god,Elden Ring
its the best game of my life,Elden Ring
base game dlc would sufer again for a rush tarnished join the fan club of punishment and self inflicted sufering we have milk and cokies joly cop and even trolish pvp sel your soul today for an unforgetable experience and get a new lease on life welcome to heaven and hel we have convoluted confusing lore and exciting game play with ways to chese,Elden Ring
git gud,Elden Ring
get god,Elden Ring
it was about hours of content for me wel worth the price its very hard but it fels nice they use an alternate leveling system which is actualy prety col since it sort of puts everyone on similar levels much easier if i was to ofer any real complaint theres a realy god reason to do npc quest this time around as it thematicaly leads to an important moment arguably the best story teling fromsoft has ever done but its also realy easy to mis al of them even trying to do them i mised a few of them theres no shot without a guide i would have done some of the steps one of which was a huge what since after doing the same thing thre times with nothing hapening i would have bailed but you ned to do it a total of times for it to properly resolve whoever discovered something like that was insane for real though that doesnt realy tarnish the enjoyment i got out of the game even if you dont want to use a guide and you dont get that great moment this is a souls game at its finest,Elden Ring
so many review bombs because the game is hard thats the point its satisfying to overcome the chalenge dont buy the game if you just want everything to be easy theres other games for that,Elden Ring
likely dog,Elden Ring
very najs,Elden Ring
the only role i play in this rpg is the victim,Elden Ring
bro i swear to god how the fuck do you kil the first bos this margit just wont die no mater how many times i try im hours in and i stil cant kil this stupid bos,Elden Ring
eldon ring,Elden Ring
at least the bos runbacks are short,Elden Ring
hard game is hard,Elden Ring
this game is a modern clasic and the dlc is even beter the open world reminds me of the original dark souls with a more condensed and layered structure than the base game unique bos fights are tough but fair if you cant beat one youre incentivised to explore every nok and crany for the upgrade materials new weapon types are fun to use and overal the game loks absolutely stuning would recomend only ask is to please alow native ultrawide suport and unlock fps,Elden Ring
h i purchased it to bring it on streaming and im having fun h the character creation is terible enemies inteligence is bad other things are realy god,Elden Ring
bery bery god,Elden Ring
its awesome,Elden Ring
beautiful world that trys to kil you,Elden Ring
mibomba,Elden Ring
se a mesage in front of a wal saying secret lair ahead proced to rol in to the wal times realise there is no secret rom and go about my day,Elden Ring
its peak,Elden Ring
awesome game,Elden Ring
some npc cals me maidenles,Elden Ring
i wana die,Elden Ring
love it,Elden Ring
the best dlc ever made it should be caled a old schol expansion i can talk about why it is so god and things i think could make the dlc beter but i am making this coment to share a fix copy paste from my redit coment i have a confirmed fix for the performance isues i and my friends hadi have not sen this fix on steam nor redit so far first of al i instal new drivers manualy and i had no stuter or smal frezes which two of my friends had i got curious and instaled the new nvidia driver that mentions the dlc specificaly and was hoping that it might help me with the consistent lower fpsnot stutering in very few areas i get and low and behold i started geting stuters after i roled back to the previous drivers it fixed the isue tldr try roling back your nvidia drivers confirmed from me and friends i use a lowend rig myself with apls dont judge in it,Elden Ring
sum up elden ring dude why is it that when i flash somebody its like i just slaped them in the face with a fucking napkin from a litle kids birthday party but when i get fuckin flashed its like some big brolic black dude named fuckin requis puls a fucking bedshet up and around my head and just proceds to skul fuck me because i spawn die spa spawn die spawn die spawn die spawn die spawn die spawn die spawn die jev,Elden Ring
i recomend the game it wants to solve a litle optimization a couple of bugs and its to people who complain about the game being hard i refer you to git gud change the build if you cant kil the bos go the other way explore this game is about exploring and then you can come back stronger,Elden Ring
game is gaming,Elden Ring
best souls game,Elden Ring
game of the decade,Elden Ring
yea budy,Elden Ring
erm what da sigma,Elden Ring
everything is so realistic farm for power helples against boses and even ant can kil elephants,Elden Ring
very hard,Elden Ring
after finishing base game me and my friends was stil talking bout it years later dlc is perfect and brings me right back to how i felt on my first playthrough this game wil always be special to me,Elden Ring
love this game people whining at the dlc made my wek lol g,Elden Ring
elden ring fels like its designed by an alien elon musk,Elden Ring
this is my first ever souls game wish i got into this genre earlier game is an absolute masterpiece and when youre not busy dying you get lost in the dep dep wel of lore dlc is just on another level fucking fantastic mate thats for sure,Elden Ring
best game ever unmatched gameplay and level design rise tarnished,Elden Ring
god,Elden Ring
god game,Elden Ring
col as game very fun so many things to do,Elden Ring
um dog,Elden Ring
holy shit,Elden Ring
best game of the decade,Elden Ring
it hurts so god,Elden Ring
extraordinary,Elden Ring
game of the year game of the decade skil dif dev dif,Elden Ring
fun game,Elden Ring
have fun get gud,Elden Ring
great dlc,Elden Ring
a must play game its a great game with imersive exploration diverse build options chalenging bosesenemies and a great dlc also the highquality lore ads to its greatnes,Elden Ring
i bought the game years ago got hours in and stoped im trying again,Elden Ring
holy shit this is one of the greatest games of al time,Elden Ring
god game,Elden Ring
sometimes elden ring is like cock and bal torturebut without the cock and bal,Elden Ring
god game,Elden Ring
a litle bit dificult but typicaly speaking a god game,Elden Ring
so many god reviews and yet i have mised the negatives locked fps realy no ultrawide suport realy a is this bethesda,Elden Ring
rep melina died l game,Elden Ring
dlc to hard tok years of my lifespan would not recomend unles youre loking for an early death,Elden Ring
i was okay with the dlc until i remembered it was,Elden Ring
dlc was great until they bufed the scadutre blesings made the dlc way to easy waste of a dlc not a chalenge anymore,Elden Ring
finished achievement slayed al boses in the game boses move set is not creative and not fair play just only spam aoendles chain atack again and again i fel no chalenging but only boring also finished sekiro which boses move set is real creative which i fel fair and chalenge,Elden Ring
babadzaki special,Elden Ring
not god,Elden Ring
buyer beware the problem with fromsoft souls games is that hidetaka miyazaki and most of his diehard fan base ignorantly equate frustration and trol mechanics with game dificulty the entire genre is based on geting smacked around by some mob that is tuned like some buly that beats up on ignorant unsuspecting children until they go through enough humiliation and frustration to figure out the atack paterns of said buly its prety much the same model as the original dragons lair game but obviously with a much more modern format and with behind your back spawns unavoidable jump scare atacks that are often a one shotstun lock til youre dead and mobs whos dodges and atacks are keyed to your inputs al so that you know what not to do next time and achieve a sense of hagard acomplishment as you take steps forward and steps backwards al the way through the game again its not dificult at al despite what some confused people like to brag about its just a frustrating slog until you figure out the paterns then it becomes simple and boring miyazaki is right to say he cant make it les dificult because if you lower the dificulty it would be aparent that this is al there is to the game its perceived dificulty is its seling point im not saying the game doesnt require skil because it definitely does but the skil it requires is simply muscle memory and a whole lot of patience it has to train you to beat the game bit by bit through its one track mechanics once you figure out the paternmeta or you level up enough to just buton mash your way though the bos its ugly underbely is exposed and youre left with a sense of why did i buy this again what was i expecting it certainly wasnt to be troled by this video games mechanics theres no intuition required as in other games the meta in this game for many is to hope and pray for a lucky break where the proverbial wal youre beating your head against becomes soft where it wasnt the last times you tried it its probably one of the most lame and boring formats in al of gaming history imo heres to hoping that the future wil bring us game developers that can actualy craft a great game im not holding my breath though rdr is the curent apex of gaming and as great as it is even that gameand company have isues with development,Elden Ring
because dlc is garbage last bos in dlc is imposible without specific build kiling al fun from making own character,Elden Ring
its honestly laughable how bad this port is despite giving you option to rebind your controls al of the instructions if you can even cal them that are based on controler inputs ie itl tel you to pres a buton on the controler and you ned to go into your setings manualy to se how the keys line up incredibly lazy and low efort on top of that the game decides to shit itself and corupt my save with over thirty hours on it deleting al of my progres shity lazy game do not give these people your money they do not care about pc players,Elden Ring
casul gaem for casul gaemers,Elden Ring
if you dont get one shot you get two shot in the dlc excelent,Elden Ring
played for hoirs last night save gone shit,Elden Ring
i fucking hate chandeliers,Elden Ring
the shadow of the erdtre dlc broke the optimization unplayable frame drops at the moment dont get this dlc until a fix is found or fromsoft fixes it,Elden Ring
unfocused mes of ideas,Elden Ring
niga bals,Elden Ring
,Elden Ring
playing with those constant frezestuterlagwhatever it is takes away a lot of fun bought it recently after dlc showed up i thought they patched this sily me,Elden Ring
,Elden Ring
the game itself is a masterpiece i have only one problem with elden ring and its a problem that sadly realy ruined my experience of this great game the game optimization is awful i have a and have constant fps drops to or in p but even in p although its a bit beter its especialy bad with a game like elden ring where frames are important gameplay wise i hope the devs wil make improvements on optimization and perhaps at least ad options like dls,Elden Ring
blandest game in the franchise and arguably the genre as a whole woefuly unbalanced abusable combat endlesly repeating boses and hundreds of cloned dungeons open world with the only reward for curiosity and exploration being more monotony i think its a real shame fromsoft went in this direction genuinely sububisoft levels of creativity on display more often than not if you enjoy the game im glad for you but i would rather play anything in their back catalogue,Elden Ring
darksouls clone with to many rolspam boses,Elden Ring
worst dlc ever i swear dark souls beter than this piece of shit thanks for elden ring but the dlc fucked the game,Elden Ring
nope not recomending it i mean sure if you like dying times on single mob or bos then yea this game is for you other than that it has great graphics fx etc but the combat the waiting for the perfect spot and not coming until minutes wel this shit is not for me to bad i cant refund it,Elden Ring
worked fine before dlc now whenever i try to load up the game easy anticheat gets to briefly tries to initialize then dies cant play the game i paid for tried numerous fixes and nothing works,Elden Ring
pc port is completely broken low framerate on an i on minimum setings x resolution recomend purchase on console instead,Elden Ring
review for dlc only a disapointment not because of the comon reasons ive read in negative reviews of bad designed boses or technical isues but because ive come to realize that this dlc is al about the things in souls games i devalue vs al the things in souls games i highly value for reference at this point in the game ive beaten blackgoal knight a few ghostflame dragons death rite bird ancient dragon man dancing lion relana and a few other minormajor boses and unlocked about of the map for example in the early souls games demons souls dark souls i thoroughly enjoyed close quarters combat exploring castles ruins noks cranies having to work your way through a themed arealevel while fighting mobs to joyfuly reach a bonfire and then continue onward to the next bonfire and eventualy your reward of a final bos fight think of al the epic locations and cities in the souls games those are great to me an example in this game is castle ensis when i got there i was excited as it harkened back to the start of dark soulsdemon souls with a castle and i eagerly dove in i was shocked after just a few minutes of pushing through mobs i was at the bos dor also great to me is my characters progresion the finding of new weapons items spels and the constant strugle to gain some fothold in the world as i level up geting pt in a certain atribute to get to that breakpoint where it alowed me to equip something felt great in the dlc both things above fel extremely minimalized riding around in your horse is paramount the space is vast having to work through mobs to get through a level isnt realy there compared to the other souls series sure there are parts but just some parts you can ride into a town and just blow through it if you chose world boses are a neat idea but just copy pasted dragons and huge fire bal throwing guys are just thatcopypasted same with the dungeons you find that are copypastes character progresion also fels trivialized theres nothing to aspire to when it comes to that next epic stat breakpoint or a weapongear you ned to equip to make your build work you are in every item and stats are just to the point of geting more is beter the goal instead is to colect scadutre fragments boses ned to be over tuned to compensate and everything in the game fels more like an arms race with maxed out stats acros the board for everything and everyone including you theres no nuance no decisions on advantagesdisadvantages every bos has every thing fast strong defense ofense aoe etc and most people by this point in the dlc also can have high str and dex and int and fai and arc so no spel or ashe of war or sumons or most anything fels like an interesting or significant upgrade to be excited abouto me that is evident in the lazy design of the scadutre fragments just colect these and you get overal bufed up realy thats lame and realy uninteresting and hard for me to even sefelquantify when im playing so it realy diminishes the joy of leveling oh boy a fragment im stronger and more durable now lok i can tel because that hit tok only damage of me not the dlc is clearly designed as content for people who enjoy git gud and the dlc aims to come at the player hard in bos fights thats col ive beaten every souls game from fromsoft and every other souls game from other developers and enjoy the genre a lot however this game fels beautiful but empty both literaly in its world riding around with litle to no secrets or any interesting pois or mobs i ned to work through and its overal boring world design of just lots of clifs to its empty feling of copy paste boses and lackluster zones that i do ned to work through like the zone for the fisure depths laser beam rocks and just boring boring boring in adition to its overal lack of character depth and progresion to the point of simply colecting rocks to git beter sadly the true disapointment is after enjoying the strugle in elden ring base game and other fromsoft titles in the souls genre i simply dont enjoy the diferent type of strugle in this game which is the strugle to stay interested i probably would have felt les disapointment if i bought this on a + discount so thats my reco for those wondering if worth the investment if on a budget if you enjoy the open world horse combat world boses and extreme bos fights and just al around are a fan of every aspect of elden ring and want more of it its worth ful price if you liked elden ring but harken back to demonsoulsdarksouls as your favorites in the fromsoft universe and enjoy the journey of developing your character the fel of early elden ring and other souls games more its a discount purchase only or not at al in conclusion the dlc is not bad mostly there is a lot ofered its a chalenge it can be beautiful and it continues the elden ring adventure it does have a distinct aproach that definitely funels more towards horseopen worldarms racing than progresion as a design choice which is fine where it is somewhat objectively bad is in the lazy scadutrerevered ashe fragments to make you git gud as a global bandaid and some of the technical isues foks are having with framerate where it left me wanting is in conecting me back to what i personaly enjoyed most in previous fromsoft titles which is interesting level design themed progresion based areas and an excitement in advancing my character in diferent and meaningful ways to met chalenges,Elden Ring
,Elden Ring
had the golden formula ruined it with open world exploration and making the game easier than its predecesors to get a wider market the games empty space with nothing in it no direction and the most copy paste in any souls game,Elden Ring
its fun,Elden Ring
,Elden Ring
,Elden Ring
its to fucking hard,Elden Ring
only time ive enjoyed this game is the feling you get for a short minutes after you defeat a bos badly designed game not deserve goty col graphics would rather play a wel designed s game than any soulslike sims beter the escapists beter fal guys beter isis beheading videos more entertaining than this dogshit boses are just rinse and repeat would rather be subjected to hours of waterboarding than play hours straight of this game god games shouldnt have to be played with guides just sayin,Elden Ring
game is realy prety but fels unfinished for pc tons of isues with ui and controls that stil arent fixed in the dlc if anything they made more ui isues and more camera isues most new content is just anoying camera problems and ui problems to distract from the fact the the only gameplay mechanic is timing your rols,Elden Ring
if you are sensitive to light do not get this the final bos of the dlc wil at best give you a migraine i dont think itl be posible for me to even atempt a fight long enough to actualy win with al the light flashes flying everywhere,Elden Ring
the dlc sems great but performance is terible after spending a lot of time adjusting the seting to get decent fps i started to get random frezes for several seconds in many locations it totaly ruins the experience and no clear solution is found anywhere,Elden Ring
you get baned for using the in game sumon system,Elden Ring
the game is actualy great and would like to give a god review however the performance is terible no mater the setings the game runs badly i play this on the same hardware that yields + fps on path tracing cyberpunk and alan wake both games fel a generation ahead of er in graphics quality and use actualy modern cuting edge techelden ring doesnt it has great design but not technicaly demanding graphics the fact that fromsoft has done almost nothing in years to adres this is anoying i have hrs on ps and can barely manage on pc and thats saying a lot considering how porly optimized the consoles version is,Elden Ring
stop complaining about the dificulty of the game the problem with the game isnt that its dificult its that the combat design is crap v rising brutal mode is a dificult game i spent hours fighting adam on malenia i spent hours without a single cheze and malenias combat design is rubish while adams combat design is fucking awesome malenias waterfal is imposible to figure out where to hit box damage in phase another atack like that is aded the whole dificulty of which is that you cant se where or how the damage wil be dealt the bos just jumps on your scren throwing various hit box damage to which you have only one answer the dodge buton of course you can throw a freze bomb at it you can sumon a mimic friend brother letmysoloher and so on but none of that cancels out the bad design in v rising i didnt ned any guides or help from friends just honest reactions and knowledge of mechanics that the game doesnt hide from you,Elden Ring
ubase gameu outdated and obtuse but serviceable combat within a very detailed and prety helscape decent game for everyone that i would recomend udlcu unreasonable combat that clashes with its already outdated mechanics but its an even pretier hel of a world the dlc is not something id recomend to most people i liken the elden ring experience to eating a spicy dish fromsoftwares games have always ben a bit obtuse and just like spicy fod its not realy for everyone so its a bit of delight when they get so much recognition they make god cury the base elden ring game is a bit of a foray into newnes for them because they havent ever made a world this big yet and that comes with advantages and disadvantages for one the world its set in is gorgeous and fun to realy just traverse in that however means theres a whole bunch of empty space not ocupied by coridors and enemies it also extends the amount of time for a single run for the average player which depending on who you are is a god or a bad thing overal i think the game has realy god presentation thanks to its visual language its visages the music that flows betwen ambient and bombastic when neded and just the strange and mysterious elements that fascinate a lot of their audience the dlc is al of these things and more and thats not necesarily a god thing just like how its not always a god thing to make a dish spicier the expansion ads a whole new map thats a bit more compact but it shares a lot of the same characteristics of the base game its realy prety and i like how a lot of enemies and architecture that just juxtapose itself with that of the base game the story that unfolds uncovers a few of the things that never realy got an explanation at al and you met characters are much more likeable albeit their brief apearances whats absolutely unaceptable is their decision to make combat so unbalanced and nonsensical the base game ocasionaly has isues where enemies would just spin on the spot and hit you and that unintuitive and sily implementation is everywhere in the expansion they also have ben entertaining this obtuse way of breaking peoples reflexive response by delaying atacks in awkward ways and its excruciating egregious in the dlc on top of that they decided tough enemies should just atack endlesly without any god indicators of when their atacks end they basicaly broke every rule of a real time combat game and instead of making them some pioner into the genre it makes elden rings combat unreasonable the dlc exacerbates this problem instead of solving it and that alone makes me incapable of recomending this to anyone despite how much i love the rest of the game i think fromsoft coked a bit to hard this time around,Elden Ring
played this game for hours to get a single item to upgrade one item once to which no noticeable diference is made and not for one second did i even have fun on the arduous journey just continuous boses who are designed to defy the games own concept of combat if you want fun its not this game if you want to spend hours of your life having a headache and having thoughtsactions of damaging your own property this is for you and after playing this game for hours i can say the only concept of joy you may get from this game is beating a bos who has ben destroying you for the past hours and its realy not even joy its more like relief after being constipated for a wek and finaly blowing your sh painful but thank god its over,Elden Ring
eldenring fels like the easier dark souls which gives you an open world map to explore where you wil have no clue who you are what you are doing what is going on or where you are suposed to go the story is lacking realy hard and is boring as expected there are some mods which can definetly increase the fun by a lot namely semles cop and carian combo wariors without mods it fels just of and boring as hel verdict way to easy,Elden Ring
before dlc best game ive ever played sunk hundreds of hours in and never slowed down for months and would always come back for more tldr the greatest dlc yet is the reason im quiting elden ring unles its fixed after dlc now im in ng+ and the dlc is so unplayable after spending about hours now ive managed to defeat bosesmind you the play style is so disengaging theres no reward for the kil sometime inbetwen dying to each bos times i spent about hours aimlesly searching for scadutre shards only to find out i stil get shot with bulgoat armorbest in game this dlc has ben a total flop for me a waste of time and money at least until theres a way to reset the ng+ health and damage multipliers,Elden Ring
radahn is my dady,Elden Ring
fix your fuckin hit boxes in gaius god damn shits ridiculous he just corner traps you in the begining and you cant just not get hit,Elden Ring
giga stutering on my new pc open world sucks,Elden Ring
game is to easy,Elden Ring
if this is the direction theyre gona go they ned to trim a lot of fat leftover from when the game was about adventure and not exclusively roling,Elden Ring
charging for a game that stil stuters since its launch renders this otherwise enjoyable game unplayable despite trying various solutions including mods and disabling hardware on my computer the games frame rate drops from its locked fps to half that every few seconds without any aparent cause it bafles me that my flawles experience with this game on the ps contrasts sharply with the pc version unfortunately due to fromsoftwares inability to adres these glaring isues i must request a refund rather than focusing on negative reviews related to the games dificulty i urge atention to those discusing the persistent stutering a quick gogle search reveals numerous threads and articles highlighting this isue yet no concrete fix exists,Elden Ring
no,Elden Ring
it doesnt have a sustainable multiplayer mode bad game design its imposible to play with friends when the griefing is nonstop it loks prety por on the games developers when there are rd party developers making beter mods that make cop seamles and customizable theyre the ones carying this game if you intend to play with friends i dont care how great a game this is as a solo experience this game stil shows a major weaknes and isnt worth its price tag when mods are neded to fix glaring isues that prevent players from actualy playing stars for the seamles cop mod and the developer go suport them trying to play this with friends but its trash atm and we cant wait for the heavylifting mods to fix this game,Elden Ring
dlc is beautiful but the enemies deal absurd damage and the boses are non stop hyper agresive pieces of shit with no regard to stamina ever after scadutre blesing they shot you in ng+ lvl maybe if you enjoy casters and magics and play from afar only dodging from time to time is the intended way to play hard enemies dont stager unles you play with the heaviest of weapons and bonk your way,Elden Ring
,Elden Ring
i enjoyed it for quite awhile in spite of the open world design but it eventualy got to anoying and repetitive for me,Elden Ring
fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo fat hipo,Elden Ring
bad performance,Elden Ring
dear capcom im going to kil al of you,Elden Ring
i love this game but after soe came out i am unable to launch this game without my computer blue screning its simply unaceptable and wil change if its fixed honestly its already taken to long,Elden Ring
beat the dlc and the femboy didnt even give me a fot job mid,Elden Ring
this is a dive rol simulator with nice graphics the lorerole playing elements dont even amount to a cogent story let alone something more compeling it reminds one of the worst bit games of the past where you must simply memorize masive move sets and then rely on buton timing it is joyles aside from the often stuning visuals given its reputation along with other from games i gave it plenty of time and tok part in the repetitive grinding to git gud but found no satisfaction in the end this is gaming masochism which is probably a compliment for the super fans,Elden Ring
its boring,Elden Ring
fps isue fuck anticheat and fps limit,Elden Ring
if they dont fix the crashing on pc after the v patch im fina guna tryina lose my shiet,Elden Ring
comander nial and the godskin duo are the most unfair boses oat horible game wil stil play it though its like an abusive husband,Elden Ring
meh demon souls and dark souls are the beter games of the series,Elden Ring
game is as,Elden Ring
shit game,Elden Ring
